,file,language,start,questions,f0final
814,p386p387-part1_ch2,Mandarin,817.2319313024077,WH,"[ 223.7526   224.2545   225.5019   227.3024   229.2186   230.8016   232.2409
  233.6802   235.2538   236.9099   238.2136   238.731    237.2277   234.2887
  230.4821   226.8487   225.0606   227.5192   231.9511   236.8636   238.3057
  237.8693   235.6484   232.976    230.5815   227.6839   221.9075   213.842
  208.5658     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        68.12827  113.9061   159.0423
  202.5832   198.8866   194.2637   190.3127   187.2935   185.5745   184.6393
  184.0325   183.3415   182.4014   180.7911   176.7984   172.2015   168.5739
  168.6686   171.4359   175.358    178.2213   178.9819   178.1214   177.1043
  176.3765   175.9066   175.4503   174.6481   173.4373   172.359    172.259
  174.0331   177.0308   180.7903   185.2903   190.6317   195.1096   196.1152
  195.8265     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
  218.6696   217.9424   216.571    215.6327   214.8274   214.2358   213.7628
  213.7131   213.855    213.9584   213.9442   214.0306   214.3303   214.6098
  214.1485   211.5331   206.4619   200.446    195.7001   193.2317   192.3929
  192.4133   193.0761   194.1702   195.087    195.1846   194.1061   192.4923
  191.0409   190.0489   189.291    188.4186   187.332    186.0842   184.7656
  183.4178   182.0571   180.7565   179.6381   178.6646   177.7133   176.6849
  175.7504   175.0783   174.8251   175.1135   175.8785   177.0053   178.3547
  179.4223   179.3641   177.5944   176.3014     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
  204.9033   202.4677   198.4855   194.3713   191.314    188.7919   187.5801
  187.0381   186.9038   186.8938   186.7185   186.2428   185.5945   184.8441
  184.0199   183.0739   182.1447   181.1949   180.1357   178.965    177.6976
  176.1867   174.2199   170.0801   167.9268     0.         0.         0.
    0.         0.         0.         0.         0.       100.9084   127.5151
  156.114    184.3887   186.7907   187.6387   187.5256   186.6423   185.4084
  184.3813   183.8314   183.7369   183.8702   184.0466   184.3011   184.6549
  184.6084   184.9861   185.861    187.2601   187.2962   185.4186   182.6642
  179.323    176.3475   173.6596   172.1028   171.1331   170.0099   168.6227
  167.244    166.2962   165.8096   165.5766   165.4639   165.4851   166.0412
  167.2967   169.0634   170.8919   172.6551   174.2015   175.5897   176.8539
  178.0631   179.2407   180.4689   181.9563   183.6275   185.1069   185.9708
  185.7784   183.9407   180.1881   176.204    173.9123   174.8704   177.1487
  178.9861   179.1459   178.0323   176.1498   173.454    170.8519   169.2411
  168.638    167.6477   165.4181   163.1951   162.3735   162.8018   163.8844
  164.6747   169.7143   173.5462   176.1956   174.4483   173.6059   173.8672
  174.1679   174.5595   175.1023   175.545    175.6977   175.9269   176.4098
  176.9139   176.9769   176.3676   173.0465   141.8731   103.4545
   68.01593   60.45731    0.         0.         0.        95.1999
   94.26874   92.71609   90.66245   84.25978   82.91153   82.0936
   77.42025   72.70663    0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.     ]"
815,p386p387-part1_ch2,Mandarin,832.5781644880818,WH,"[ 115.9727   100.6404    94.11401   90.59078  100.2602   136.9587   174.7203
  212.4287   212.8245   209.4426   202.0849   163.6817   127.801     95.02429
   94.70588   84.57915    0.         0.         0.         0.       202.4641
  202.0567   200.96     199.5808   197.8591   196.2161   194.8487   193.7085
  192.8458   192.2744   191.6006   190.4422   188.8981   187.6756   187.3852
  187.7778   188.1853   188.1766   188.1947   188.8187   190.1265   191.5806
  192.5309   192.7099   192.2322   191.2052   189.8132   188.2586   186.8729
  185.7496   184.7247   183.1702   181.1669   178.7755   176.2412   172.6017
  169.7919 ]"
816,p386p387-part1_ch2,Mandarin,833.553129252,WH,"[   0.        0.        0.        0.        0.      195.664   194.2288
  188.2361  180.2386  174.1053  177.632   188.4961  201.3417  209.5927
  213.7146  214.4927  213.691   212.203   210.5883  208.9736  207.5651
  206.3572  205.2874  204.177   202.8518  201.2088  199.3233  197.4712
  195.7816  194.1103  192.1597  189.8757  187.392   184.6875  181.9485
  179.0291  175.8356  173.0147  170.9711  169.8367  168.6696  166.3839
  162.8616  160.5138  160.2052  135.1388  109.4489]"
817,p386p387-part1_ch2,Mandarin,860.541734694,Y/N,"[   0.         0.         0.         0.         0.       214.5745   214.8467
  215.4645   215.86     216.0971   216.0111   215.6437   215.0651   214.6021
  214.6202   215.2009   216.1179   217.2262   218.4701   219.9865   221.8171
  223.6391   225.2075   226.3774   227.6396   229.2156   231.0137   232.5478
  233.4786   233.7719   233.7639   233.6581   233.4611   233.1618   232.8451
  232.5526   232.1992   231.5821   230.5649   229.3197   223.0217   193.1445
  163.6763   139.0499   123.7831    98.11313    0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.       238.9742   227.4804   217.9894   210.4727   215.4693
  219.3189   221.6879   224.1858   226.5293   228.4406   230.026    231.5328
  232.9814   234.6607   236.7548   239.0838   241.1341   242.822    244.1749
  245.1717   245.9267   246.5669   247.0204   246.8918   245.8893   243.7
  241.6233   241.1661   241.3969     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
  190.2776   192.2607   195.9266   196.2023   195.223    193.4292   191.7895
  190.3604   188.5621   185.1634   183.3764   152.442    124.3174
   84.85154   75.12185   62.36948   59.65784   54.38861   52.84995    0.
    0.         0.         0.         0.         0.       180.0992   183.1823
  191.5632   200.1592   207.002    209.925    212.3723   214.8863   217.2992
  219.0212   220.4065   221.3504   221.8517   221.917    221.613    220.9537
  220.2444   219.8502   219.9958   220.6574   221.4999   222.0832   222.0452
  221.5358   220.9781   220.548    220.2146   219.7615   219.362    219.0539
  218.8572   218.6866   218.5215   218.4169   218.4845   218.8326   219.315
  219.7296   219.8577   219.7937   219.4084   215.8366   207.5706   197.1778
  189.9318   193.0043   198.1446   203.6512   203.4593   202.6957   200.8155
  198.3689   196.2742   194.5043   192.9017   191.1682   189.3354   187.4744
  185.0153   180.8545   164.5366   148.0729   116.2288   100.8478
   96.39642  117.0479   138.7388   158.3287   171.3663   180.0343   181.5504
  182.9444   185.0847   187.3742   188.6962   187.8465   187.1028     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
  185.277    185.7373   186.2576   185.2235   184.0776   183.4491   183.4717
  183.9705   187.5971   191.4349   195.0241   195.6688   195.9819   195.8799
  195.456    195.0392   194.3212   192.4661   189.4111   184.5516   178.0911
  174.2919     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.       207.8455
  210.3843   214.7431   213.4098   211.3652   209.6505   208.6344   208.275
  208.2036   208.2082   208.2515   208.3619   208.3774   208.2738   208.2906
  208.7959   209.6431   210.4314   210.7111   210.37     209.2751   207.0898
  204.6229   202.6297   170.5881   140.1236   109.6554   110.0163   109.6279
    0.         0.         0.         0.         0.         0.         0.
    0.         0.     ]"
818,p386p387-part1_ch2,Mandarin,887.681836735,WH,"[   0.         0.         0.         0.        49.5131    48.27357
   46.72072   47.07638   51.02765   53.07504    0.         0.         0.
    0.         0.        56.60323   54.82667   50.63928  117.8013   187.5999
  260.0787   262.0494   263.5732   265.1035   266.5579   267.6173   268.3747
  269.106    269.8645   270.6538   271.6033   272.8781   274.5162   276.033
  277.0626   277.5965   278.1237   278.9255   279.5282   279.8061   279.7032
  279.4354   278.743    277.3898   275.799    274.242    272.7961   271.0534
  268.4978   264.4661   259.0538   253.2605   247.5294   242.6038   237.779
  233.0714   228.4575   224.6292   222.4639   221.9449   222.9925   225.046
  227.5774   230.452    233.0361   233.5881   229.3562   226.3782     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       205.595    206.0677   207.8685
  210.7853   212.6737   212.4376   211.2868   209.5532   207.6171   205.5739
  203.5695   201.1371   196.8581   192.1015   186.7537   182.207    178.3775
  177.0179   179.1735   182.9316   187.4168   191.3316   195.0882   197.7762
  199.4988   200.3417   200.6338   200.6201   200.4939   200.3531   200.2852
  200.5507   201.3992   203.1705   206.4783   211.6962   218.3633   224.8024
  228.4606   227.4494   225.9555     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.        45.63338   51.35731   57.3969    63.65137
   59.85784   57.18932    0.       220.2244   219.6086   218.8505   219.4502
  220.8976   222.9205   225.5414   228.8265   232.6756   236.6257   239.8306
  241.3179   239.0584   237.493      0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.       205.3284   205.0605   204.128    202.7585   200.6358
  198.1695   195.8103   193.8192   192.105    190.1319   187.7236   185.1022
  183.1097   182.1619   182.3012   182.9948   183.6648   184.1149   184.3863
  184.6512   185.0839   185.8159   186.9494   187.955    188.4279   188.3253
  188.2563   188.6929   189.638    191.0942   193.1532   195.5757   197.8867
  199.7141   201.0146   201.8539   202.1315   201.9725   201.5115   200.8463
  200.0294   199.0733   197.9842   196.7722   195.4967   194.3485   193.4926
  192.9172   192.4703   191.9402   191.2507   190.3472   189.3304   188.3394
  187.4678   186.6632   185.8186   185.0276   184.3289   183.7494   183.1191
  182.2703   181.4168   180.7516   180.2738   179.5134   178.1456   175.9733
  172.8585   169.181    166.5502   165.8625   167.3746   170.7076   174.6033
  178.9742   181.7302   183.8236   184.2661     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.       135.4355   155.6375   176.2889   201.1493
  205.0908   207.4136   207.6008   207.0976   206.2831   205.3448   204.288
  203.3934   202.8088   202.5497   202.4498   202.2514   201.8525   200.9446
  197.5157   183.7781   165.4335   144.8024   134.4694   129.7298   131.3765
  144.7516   163.1215   181.1077   187.8367   188.7953   188.2413   187.2521
  186.4757   186.141    185.9556   185.5018   183.3461   182.125      0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.       212.8831   206.4831   197.5669   196.7808   201.6777   207.0147
  211.2615   213.8502   215.8704   217.518    219.0428   220.5948   222.0749
  223.2088   223.6568   222.1605   217.7347   210.6646   202.8241   196.625
  193.2852   193.2058   195.3512   198.9066   203.6984   209.3646   214.2046
  216.8242   216.7227   212.9596   205.4799   194.6124   185.9977   183.8047
  186.1822   191.9442   195.5211   198.8665   199.7418   200.0495   199.8768
  199.5143   199.1068   198.5765   197.7692   196.4903   193.2062   187.7971
  184.2647     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
  187.0837   187.635    188.4394   188.7905   188.014    186.7429   185.579
  185.0723   185.2127   185.9213   186.7439   187.5479   188.5133   189.8508
  191.3136   192.3794   193.0098   191.7938   189.3867   184.8851   181.8368
  182.303    186.9688   192.2019   194.8114   194.4828   192.5068   189.9399
  187.7587   186.3613   185.1308   183.6145   181.9241   180.3713   179.0218
  177.1765   174.6495   171.8518   168.8751   164.2538   159.0739   149.1015
  130.3308   112.1954   100.1993    92.31411   78.5769    59.98401
   51.10975    0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.        43.381     43.22209   42.57549    0.         0.
   50.94316   50.69706   51.20931    0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.     ]"
819,p386p387-part1_ch2,Mandarin,896.021836735,WH,"[   0.         0.         0.         0.         0.         0.       186.3717
  186.1486   185.6843   185.0398   182.8836   181.703      0.         0.
   46.38118   48.5809    49.96754    0.         0.         0.         0.
  195.0519   193.8483   191.8318   190.8367   190.3601   189.8403   189.0887
  188.3479   187.8149   187.3408   186.2966   182.9452   174.0474   154.7304
  143.3231     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.       176.0977   176.7905   178.0066   179.2081   179.5987   178.9212
  177.3985   175.2202   172.0458   167.0243   160.1842   152.8386   143.6779
  132.6087   115.2986    96.31545   81.50145   69.81773   64.20101
   58.97989    0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.     ]"
820,p386p387-part1_ch2,Mandarin,913.2280833382066,WH,"[   0.         0.       209.4952   206.7315   202.2365   200.86     200.8175
  201.0225   201.1398   201.222    201.4952   202.2207   203.3704   204.5138
  204.8632   202.6913   198.8321   192.2042   184.7311   178.3556   147.6057
  121.1549    95.75668   97.03294  128.0083   158.8521   190.8233   191.6346
  191.342    190.1001   188.0435   185.6682   182.9503   179.9327   176.2809
  172.8613   170.6583   170.0407   169.1511   167.8056   165.1587   164.1205
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.       183.6416   183.8583
  184.1256   181.6358   179.4395   177.9915   177.6053   177.4768   177.1759
  176.1723   174.0045   169.8729   165.6262   159.7321   143.2621   110.6827
   81.31049   64.52383    0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.       113.6818   112.7337   110.8241   109.5936   107.0595   104.1131
  101.6274   100.7343   101.3829   102.199     92.04648   80.99142
   69.5852    69.20805   68.75491   68.30334   67.69378   67.20432
   67.13708    0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.     ]"
821,p386p387-part1_ch2,Mandarin,926.8437230513497,Y/N,"[   0.         0.       220.9033   221.5785   222.6182   222.998    221.8824
  220.2321   219.0376   218.4798   217.4315   215.7626   213.4057   210.0184
  206.2585   202.9769   202.5109   204.4073   208.6202   214.0759   218.9433
  221.9931   222.3702   221.5494   220.2092   218.4244   216.4915   214.8328
  213.3967   212.1055   202.0152   176.7189   152.5195   137.5513   142.593
  152.9522   176.0701   195.4038   210.66     214.1522   217.4531   218.6135
  217.784    215.8503   212.8403   207.5902   204.3229   204.0028   209.1522
  214.717    219.9825   223.7468   226.3633   227.7972   228.1372   227.9837
  227.68     227.3031   226.7572   226.0531   225.2905   224.517    223.8237
  223.2128   222.4451   220.7261   213.3407   172.6722   133.471     91.15592
   87.02309    0.         0.         0.         0.       203.8088   204.3071
  204.9781   204.6239   203.9874   203.4576   203.3329   203.4821   203.9744
  204.9367   206.168    207.3894   208.378    209.1437   209.7671   210.4788
  212.7788   215.7261   218.3872   218.7021   179.1685   154.3      127.778
  141.3855     0.         0.         0.         0.         0.         0.
    0.         0.         0.       161.5747   172.1659   186.3472   200.0909
  204.3082   205.8717   206.612    208.307    210.3991   212.3126   212.862
  212.0202   208.5769   202.9982   199.791    198.2422     0.         0.
    0.         0.         0.         0.       205.4178   205.7383   206.1509
  205.2995   204.2352   203.2102   198.793    194.7171   190.916      0.
    0.         0.         0.         0.         0.         0.         0.
    0.        56.47385   55.13614   54.12549   50.22255   99.7691   148.9983
  200.2409   199.7542   199.7659   200.1796   200.9913   202.0699   203.0486
  203.2733   200.5119   196.0831   189.5773   183.6929   180.2899     0.
    0.         0.       100.0793   100.3124   134.06     166.9658   199.2479
  197.506    195.5083   193.4161   191.1522   188.3981   184.9496   181.5087
  179.217    178.7027   179.6329   181.3106   182.9811   184.0775   183.9809
  180.9025   179.0864     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.       181.9736   180.5993   178.3469   175.9563   169.0222   127.8192
   97.2193    73.82476   73.9833    67.50121    0.         0.         0.
    0.         0.         0.         0.         0.        67.33      66.14316
   65.21762   64.13172   64.07748   64.95294   64.13468  104.6006   143.8974
  184.7795   184.5896   184.4906   184.5939   185.1449   186.0617   187.2078
  188.286    189.6826   191.5448   193.5516   195.0834   195.8081   195.9451
  196.3559   197.5798   199.9106   202.5131   205.1631   207.1019   208.0893
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.     ]"
822,p386p387-part1_ch2,Mandarin,937.5342997793622,WH,"[   0.        0.      207.167   208.1621  209.7167  210.9647  212.3741
  214.3407  216.22    217.3431  217.3627  216.4341  214.9998  213.3457
  211.465   209.0812  206.3246  202.9866  198.4199  193.1485  187.0739
  179.8662  172.9518  166.5972  161.3716  156.3063  147.7641  140.9139
  135.2095  138.0148  144.3351  155.1834  163.2352  167.7785  167.5571
  170.3256  173.7984  177.5825]"
823,p386p387-part1_ch2,Mandarin,997.8851846425612,Y/N,"[ 142.1458   180.3821   220.4309   224.8322   227.8354   228.677    226.7132
  223.2036   217.6393   212.2762   208.1327   207.6769   211.3095   217.1948
  223.5626   228.0648   230.7158   231.5001   229.8261   223.6667   214.2153
  204.559    200.1653     0.         0.         0.       220.8431   219.7345
  217.4627   215.5997   213.1378   210.5037   208.5202   207.194    206.1584
  205.3203   205.       205.8613   207.2525   206.157    202.8192   199.788
  200.3194   203.1615   205.9355   207.8456   209.2215   210.0981   209.9377
  208.3511   205.8723   203.6463   202.1294   201.07     199.6666   196.8566
  190.2084   182.3704   174.5126   170.048    145.1643   122.0609
   99.90617  106.4659   120.595    142.036    157.1822   164.793    165.0153
  165.2388   165.6021   166.3399   167.5178   169.0216   170.509    171.745
  172.7399   173.7341   175.0533   177.2434   180.1943   182.1475   179.4572
  172.9072   168.0894     0.         0.         0.         0.         0.
    0.         0.       193.3633   193.6121   193.8878   193.5767   192.4794
  190.8522   188.8944   186.9136   185.0467   183.2787   181.4178   179.0211
  176.2916   173.4002   169.1523   163.8717   156.7927   131.2351   106.9697
   85.76405    0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        99.11263  103.7054   116.0742
  131.2706   145.6089   156.3631   156.5512   154.1347   149.8711   119.7925
   85.62995   53.54591   46.91437   49.70187   60.04796   70.56242
   78.56134  102.5403   121.2859   136.7855   126.3651   120.3351   116.7171
  113.6079   103.2947    85.47805   69.21323   67.54464   70.95535    0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.        60.03033   59.56523   62.11744  109.195    155.419    197.95
  194.8398   192.6192   190.7769   189.52     188.7518   188.2753   187.8289
  187.3086   186.7213   186.1816   185.8208   185.8446   186.237    187.0399
  189.1893   192.5259   195.1661   194.293    193.0111     0.         0.
    0.         0.         0.         0.         0.         0.         0.
   81.81384   82.41618   82.83788    0.         0.         0.       101.2368
  105.955    115.6004   132.0385   151.0968   170.669    174.9146   177.3554
  180.1312   183.1291   185.8933   187.6796   187.8467   184.5803   178.9104
  175.0365     0.        48.08152   46.10554   43.70057   43.43125    0.
  187.8338   188.8494   190.8984   192.3033   192.8729   192.0816   190.3685
  187.979    185.9252   184.699    185.0335   188.0488   191.4373   193.4586
  192.5828   191.5821     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.        44.49511   47.93634   49.99519    0.         0.         0.
    0.     ]"
824,p386p387-part1_ch2,Mandarin,1040.6318835952052,WH,"[ 227.7311   233.288    239.7705   244.019    245.4746   246.3289   247.2345
  248.3055   249.8472   252.1521   254.5558   254.4484   247.9433   240.4983
  234.9499     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.       115.7401   115.6676   115.4414   115.5554
  127.0039   132.5432     0.         0.         0.         0.         0.
    0.         0.         0.       213.6541   212.327    212.3953   213.6536
  218.7348   225.2078   231.9714   237.2944   240.5657   243.0106   244.4412
  243.793    238.9611   230.9423   224.241    223.2424   227.2641   231.1093
  232.1066   230.02     227.1411   223.6573   220.084    216.259    213.2111
  211.213    210.2853   207.541    204.9281   208.4746   211.4321     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.        93.34921  100.4197   136.3886   178.5685   209.0765
  206.0382   202.2606   198.9076   196.1248   193.6579   191.3195   189.3261
  187.8745   187.0235   186.4374   185.8377   185.0954   184.2812   183.5463
  182.8486   182.087    181.0999   179.7933   178.2079   176.3045   174.3868
  172.6895   171.6696   171.5311   172.3155   173.3997   174.0217   173.735
  172.9317   172.2412   171.9595   171.8837   171.7207   171.4149   171.229
  171.325    171.7215   172.6474   174.7936   177.8209   182.732    187.487
  191.3104   191.5754   191.1902     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.        46.52149
   47.8671    50.50717   52.68842   52.95717   52.60564    0.         0.
    0.         0.         0.         0.         0.        62.11417
   63.99498   60.02545   54.01028   46.89148   46.77141   48.59269
   51.4269    53.45842   53.06987   53.09395   53.37186    0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.        46.81295
   54.24014   62.07724   68.44782    0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.        46.51216    0.        49.01416   51.03629
   51.65143   52.63434   52.92857    0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.        45.63821
   46.61149   47.2713     0.         0.         0.         0.         0.
   57.08538   52.55606   45.13853   43.53818    0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.       172.6501   172.9108   173.4209   175.5874   177.0575   177.4874
  177.1385   176.6128   175.9507   174.9553   175.6883   177.3784   179.7328
  180.5766   181.1993   182.0306   182.8912   183.4443   182.9147   181.5388
  179.7132   178.4723   177.7684   177.2341   176.859    176.8799   177.2858
  177.9443   182.0607   186.8575   191.4923   190.9794   185.9603   182.6924
    0.         0.         0.         0.       205.5918   204.7992   203.1358
  200.9647   198.6235   194.1106   188.4364   184.5594     0.         0.
    0.         0.         0.         0.         0.         0.         0.
  174.132    172.9873   170.8116   169.191    168.2856   168.174    168.837
  169.4077   169.4211   168.6275   167.3184   165.5125   163.4085   161.0131
  158.6446   156.6873   155.8508   157.2062   159.9171   162.4823   163.5295
  163.4946   163.1345   162.8011   162.7286   163.0276   163.7344   165.0299
  167.1693   170.3124   173.3842   175.3686   174.5362   173.7953     0.
  516.5333   546.4871   603.8569   606.9673   607.6168   575.5156   559.567
    0.         0.       181.4494   180.1133   177.4916   174.4005   171.0916
  167.491    163.6768   160.334    158.4585   158.4866   158.9172   158.0678
  156.1255   155.4051   155.2214     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.       606.592
  608.0059   575.6174   559.4924     0.         0.        79.14281
   78.82802  103.8935   129.2424   154.5      153.8348   153.1362   128.1396
  103.5696    78.82204   78.40104   72.93153   67.81142   62.85783    0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.     ]"
825,p388p389-part2_ch2,Mandarin,12.40640751151247,WH,"[ 117.7632   104.0336    91.18351   87.88908   88.79398    0.         0.
    0.       198.0555   196.1853   192.1476   195.2648   199.8246   209.7139
  218.8222   234.8516   248.7344   263.1472   269.7577   273.1777   273.8536
    0.     ]"
826,p388p389-part2_ch2,Mandarin,98.94541120679665,WH,"[   0.         0.         0.         0.       248.6353   240.7346   227.3218
  212.9254   203.4871   195.8446   192.0095     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       238.5515   236.9676   234.3077
  232.5511   232.1604   232.9571   234.8315   236.9704   238.6977   239.9624
  241.5269   243.616    246.6331   251.9531   261.2286   279.3303   296.6489
  311.0559   317.1345   321.9666   324.3379     0.         0.        45.98798
   44.67611   44.58984    0.       406.453    405.6205   404.8202   405.8338
  411.6155   417.2698   418.2383   413.8924   407.527    402.22     396.7187
  394.0281     0.         0.         0.         0.         0.         0.
    0.     ]"
827,p388p389-part2_ch2,Mandarin,229.33373015900003,WH,"[   0.        0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.      313.721   315.5681
  318.5295  320.4618  321.1395  320.9391  317.7983  307.6277  300.746
  298.9626  306.7686  316.847   327.456   335.4956  335.805   323.5884
  309.8484  298.5145  297.2531  298.7784  303.7049  310.2318  320.7095
  334.4331  348.4828  361.1974  370.3762  379.6504  385.0951]"
828,p388p389-part2_ch2,Mandarin,454.479183673,WH,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.       164.1924
  222.1901   217.7348   212.6896   209.6005   208.9992   210.4623   213.2502
  215.4957   216.6624   217.493    218.7917   220.2637   220.2314   220.0638
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        53.50547   52.81851
   52.06151   51.77042    0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.        55.54519   52.32124   50.40659    0.
    0.         0.         0.         0.       233.4318   232.9583   232.1398
  231.0923   230.925    229.5122   226.0337   217.3554   212.9067     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.       251.1777   251.1708   251.1908
  252.5065   254.0776   244.6074   226.3934   206.2404   199.059    204.357
  218.4744   237.518    252.2045   258.3332   257.2845   255.4702   254.6359
  253.7438   252.9876   252.6487   252.5318     0.        62.45299
   62.22898   59.51142   57.96611    0.         0.         0.         0.     ]"
829,p388p389-part2_ch2,Mandarin,496.969603175,WH,"[   0.         0.         0.        42.73144   43.99269   51.53706
   58.08641  127.2229   193.5981   262.9641   269.7978   275.7213   281.1115
  285.7712   288.5143   290.3306   291.5414   292.0085     0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.       272.0706   273.9669   277.3062   279.3812
  281.1648   282.6681   284.2678   286.937    290.3433   293.0719   293.6556
  292.9497   291.1665   286.9206   277.1393   261.9119   248.1      235.606
  228.2115   219.873    214.4684   210.2993   209.1906   210.1091   211.2507
  210.9086   209.2092   211.3884   218.7388   226.3418   226.7012   218.7332
  207.2502   195.5715   187.9119   184.417      0.         0.         0.
    0.         0.        71.05507   70.29551   62.14291   59.02039    0.
    0.         0.        60.99173   61.29276   62.16546    0.         0.
    0.         0.        60.53032   60.42485]"
830,p388p389-part2_ch2,Mandarin,516.2235945284057,WH,"[   0.        0.        0.        0.        0.        0.      217.8495
  216.237   212.1879  208.2768  205.1788  209.8229  216.9177  223.6408
  223.9086  210.4641  197.2617  191.1301  199.2225  212.3409  224.2276
  240.423   254.7339  263.4613]"
831,p388p389-part2_ch2,Mandarin,577.43622449,WH,"[   0.        47.23992   65.3682    83.86594  102.3972   103.1636   139.2379
  176.4283   214.9031   218.5031   221.5078   223.7437   226.7144   230.6369
  235.2993   239.4489   242.6703   244.4144   242.1618   240.7804     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.     ]"
