file,ID,language,start,questions,f0final,legen_coefs
p342p343-part2_ch1,343,English,19.50162315398708,WH,"[   0.         0.         0.         0.       240.8496   239.5736   238.4164
  236.6446   236.3191   236.9848   238.44     240.5722   241.9205   242.7681
  242.9073   242.8734   242.7133   242.55     242.1061   241.5042   240.5568
  238.9569   236.9211   234.2809   230.4358   223.7381   217.1625   213.0933
  212.974    213.8136   214.001    213.0016   211.6503   211.5012   212.1082
  212.4832   211.6665   210.9435   211.0267   211.5882   211.9787   211.924
  211.6753   211.5596   212.3615   212.7729     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.        56.11022   66.06852   74.84176
   79.27699   78.93209   89.7821   102.0577   115.0195   116.285    116.0505
  114.8541   150.0245   185.5857   221.0557   219.937    218.0252   216.0007
  214.0599   212.5533   211.4743   210.6577   210.1953   210.2322   210.7215
  211.5333   212.4104   213.3924   213.2417   213.214      0.         0.
    0.         0.         0.         0.       210.4179   209.3912   205.8947
  200.8225   195.4206   192.3156     0.         0.         0.         0.
    0.         0.         0.       102.5603   101.9187   100.7147
   99.46861  130.7558   161.6073   192.2663   191.2773   159.6713   128.5402
   97.17977   97.33884   97.36709   96.8081    96.09928   95.50164
   95.42252   95.39877   95.10493   94.52865   93.95438   93.95178
   94.23877   94.55894   95.06245   96.4079    98.77326  101.3056   103.303
  105.7057    97.0591    88.09035   75.21392   72.80944   67.39175
   67.15441   66.88      69.10488   77.192     85.28201  124.8077   155.9612
  186.9833   186.2492   184.6943   183.2083   182.2937   181.704    182.5831
  143.445    105.2264    66.44478   67.74349   68.06353   66.50367
   64.97407   63.34811   59.46051   55.59822   51.93948   51.81533
   51.64888    0.         0.        71.9735    71.94195   71.98751
   71.16877   69.03762   67.25472   68.0779    70.17791   80.68121  123.123
  166.8538   201.7677     0.         0.         0.         0.         0.
    0.         0.        60.85899   64.76881   69.16779   68.29456    0.
    0.         0.         0.        71.68511   65.8214    59.87205
   54.03202   58.91209   74.6251    91.05737  103.4044   104.2769   104.8149
  105.0005   106.4221   108.119    109.2274 ]","[116.4620434023703, -69.163643271267347, 17.277912492524493, -11.661682026947199, -2.5316409671710902, 75.548027896788355, -51.777318356270314]"
p342p343-part2_ch1,343,English,24.843094327023877,Y/N,"[ 218.3243   215.6641   212.2085   208.9025   206.5301   204.8226   204.3219
  204.8569   206.6005   208.6756   209.4648   206.474    200.6348   199.4315
  201.8992   206.0604   204.0695   198.6723   192.162    187.0129   183.7737
  181.6344   179.3348   173.8211   169.0985   166.748    169.0866   172.5079
  176.4858   180.5833   184.0833   186.2574   187.6995   188.6529   188.9537
  188.3647   186.5802   184.2274   181.8772   179.9387   177.8161   175.0488
  174.069    139.9563   106.7773    70.28516   74.63767   79.50986
   87.56467  118.7329   149.3398   178.5503   177.6417   177.0273   176.9349
  177.0577   176.8187   176.5349   178.0444   180.3668   182.6416   182.8863
  182.5457   182.3284   182.5704   183.4263   185.3477   187.5284   189.5266
  190.6548   191.7585   193.6813   197.3339   202.4578   208.4386   213.2082
  215.8853   216.2999   216.3148   216.642    217.0106   168.262    120.6559
   71.65689   70.83579   68.94444    0.         0.         0.         0.     ]","[170.9400755213818, -37.390738836357819, -9.9278028875107545, -59.317700621180762, -77.90899745531722, -45.507021223108829, 3.9987632195307423]"
p342p343-part2_ch1,343,English,34.21372738490149,WH,"[   0.         0.         0.         0.        80.45419   91.86024
  140.7834   189.9054   227.7624   228.2747   230.0128   233.418    236.6854
  238.2592   237.6032   236.209    234.5816   233.0143   231.8107   230.9334
  230.3716   230.0826   229.7998   228.718    223.0694   219.9376     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.        82.55363  133.5677   183.0579   233.7593
  232.2224   230.8374   228.8981   225.6169   221.2337   216.1509   211.44
  209.0155     0.         0.         0.         0.         0.         0.
    0.       203.8969   203.3405   202.4889   202.8893   203.5353   203.6156
  202.0183   199.5828   197.0129   194.541    192.7079   192.1142   160.0427
  128.2048    96.26945   96.67155   97.2725    97.46937   86.78515
   75.72326   77.79633   90.72233  103.8892   104.0466    92.41036
   80.70035   69.03556   68.80123   62.70193   55.40026   48.35186
   47.23677   50.52474   53.92969   55.44089   53.60865   52.99852
   54.0754    55.14016   59.52394   67.73715   70.92448   65.38078
   53.58038   47.248     48.73582   52.68339   57.38675   56.10391
   55.00543]","[116.6921808637948, -50.624001173591452, -28.111070247006591, 2.5994713649154373, -30.940380589248214, 128.02493047038479, -84.25149561648729]"
p342p343-part2_ch1,343,English,43.132861132080926,WH,"[   0.         0.        95.18076   97.72079  107.7209   159.8337   208.8384
  249.0743   245.5412   241.7091   238.4522   236.1738   234.1273   232.2327
  230.6669   229.6825   229.4031   229.5476   229.7678   229.6774   229.0778
  228.2465   227.3905   226.2192   224.0083   220.9      217.4895   214.7102
  212.7697   211.895    211.8645   212.3127   213.0946   213.9015   213.6104
  213.3762     0.         0.         0.         0.         0.         0.
  200.1377   200.0042   199.6083   198.8386   197.5332   194.5428   192.8404
    0.         0.        80.07407   84.87951   94.72236   97.14951
  100.2918   103.4997   104.5702   104.8968     0.         0.         0.
   63.26602   66.05265   72.37627   72.11418    0.         0.         0.
   46.41759   47.14059   53.55063   58.99034   64.93747   66.48139
   68.05135   70.35583   90.71212  110.111    127.8899   128.297    115.3821
  102.8067    88.85561   88.73556   88.62737    0.         0.        48.4506
   46.36335   58.84171   57.381     59.15516   48.23703   50.86288]","[121.60687061545804, -91.416981162241626, 2.4735584181346102, 82.040001528126567, -88.035465502351485, 22.643519283279165, -31.408096072705469]"
p342p343-part2_ch1,343,English,53.480116136294136,WH,"[   0.         0.         0.         0.        61.79239   65.56878
   69.08223  134.0081   198.8831   263.0468   260.8804   259.3477   259.2556
  259.3688   258.5257   257.3679   256.6492   256.2837   250.2431   236.4017
  226.5425   225.3133   232.3154   235.1483   234.7204   233.3284   231.4594
  228.0052   223.4838   218.6512   215.5333   214.1095     0.         0.
   77.01565   88.42262  100.161    113.2117   114.5547   114.125    113.4306
    0.         0.         0.         0.         0.         0.         0.
  125.7552   125.5816   124.8373   124.9476   124.3703   123.0676   121.2694
  119.4215   118.5453     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.     ]","[114.44786154691239, -97.393515604917354, -81.260396198437959, 119.6471267991472, -111.03128851257758, -16.685117465179641, 74.012834018040181]"
p342p343-part2_ch1,343,English,59.1796170933562,Y/N,"[   0.         0.       220.4906   223.3714   228.9692   233.4554   235.3534
  234.7565   233.944    233.6039   233.2323   232.4405   231.8355   232.6457
  234.3516   235.8325   236.3258     0.        51.24259   57.02174
   63.51691   71.94011   73.9947    76.44904    0.       234.1725   232.3515
  228.2821   223.9152   218.4134   209.847    203.1594   198.3956   199.1331
  202.501    205.6156   207.4063     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   50.69324   51.86838   53.25013   58.37016   72.90172   87.37124
   97.84076   99.78115  101.959    104.0999   104.7161   105.698    107.08
  108.9408   110.2514    99.82443   89.17361   78.27854    0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.        47.03821   48.73758
   51.14309    0.         0.         0.        68.02203   68.24357]","[95.759299904407953, -103.98033455034287, 15.168299490936212, 19.836036814587288, -37.232464721658765, 51.491695542365292, -4.1422151082180445]"
p342p343-part2_ch1,343,English,71.36206298640889,Y/N,"[   0.         0.         0.         0.         0.       170.7848   188.1095
  223.1257   222.8454   223.0171   223.5396     0.       241.8962   243.2479
  245.4547   243.5092   240.1138   238.5322     0.         0.       219.8849
  224.3156   230.5078   232.9904   231.9421   229.9684   227.6156   225.0184
  222.8384   221.6935   221.503    221.1839   219.8312   217.5051   214.8556
  212.624    211.1175   210.1897   209.1832   207.5558   205.8853   204.246
  202.6553   201.2618   201.4807   203.4022   206.3828   209.8708   213.3046
  215.7989   216.5229   216.2796   215.7149   214.6697   212.5585   209.4316
  207.5912     0.         0.         0.         0.       207.7841   206.3435
  203.6399   200.5379   198.0026   196.2709   195.6715   196.1398   197.6158
  199.328    199.1914   198.924      0.        74.56108   75.42779
  120.6218   164.1489   205.5819   201.8636   198.403    195.5318   192.9412
  190.9479   189.2335   189.5281   189.7278     0.         0.         0.
  196.5915   196.9176   197.827    199.6626   202.1905   206.5918   212.7833
  219.8823   228.0339   236.2616   241.1672     0.         0.         0.
    0.     ]","[169.47298524732551, -14.437509638211383, -53.27369290265829, 54.492833058560656, -69.752041392923118, -20.497189797534677, -65.077317669000507]"
p342p343-part2_ch1,343,English,74.846879250478,WH,"[   0.         0.         0.         0.         0.       241.3145   241.3761
  241.154    239.0054   233.8558   227.65     223.4097   223.8033   226.4633
  228.7151   229.3448   227.4993   226.5154     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.       108.7496    96.8739    86.35294   75.9215
   84.94942   83.39399   81.75936   72.80652   73.0688    72.00831
  117.3905   164.1046   212.8182   214.4605   213.8331   215.6446   218.3213
  219.3577   215.8425   211.3069   209.2787   209.7654   212.2746   215.6325
  217.0072   217.1145   219.4974   224.7667   177.3043   125.7146
   72.08334   71.27482   72.98214   75.04208   77.53079   78.75824
   78.72747   91.56319  104.1315   117.3409   116.4917   114.8542   113.335
  112.2431 ]","[125.4015777197633, 11.332790690479261, -0.87622578852203781, -65.373097071391697, -89.2595077628729, 209.7813245106893, -10.684674490483292]"
p342p343-part2_ch1,343,English,85.33365147712374,Y/N,"[   0.         0.         0.         0.       198.342    202.288    208.188
  210.0643   209.9761   209.8316   209.5475   209.24     209.1496   209.5626
  210.449    211.2503   211.011    208.9282   205.6421   202.0748   199.5649
  197.8204   196.8719   196.2456   195.4399   194.128    192.5873   191.5655
  191.2757   191.5444   192.5094   194.0586   196.1395   198.3594   198.916
  199.1503   200.272    201.5782     0.         0.         0.         0.
    0.        59.64864   59.50631   59.39995   59.42205    0.         0.
    0.         0.         0.         0.         0.        46.53456
   48.45998   48.44659  111.6892   171.2196   230.8844   225.0481   220.0958
  216.0999   212.76     209.5186   206.5058   203.6217   201.1674   199.1734
  197.7688   197.5001   198.0145   198.5041     0.         0.         0.
    0.         0.         0.         0.         0.        45.91474
   46.97409   49.11415  106.0085   160.9766   213.9926   213.0854   212.3077
  212.0159   212.4549   213.5849   215.2406   217.3388   219.2265   219.739
  218.7946   219.6129   225.3732   234.0351   241.366    190.3792   137.8751
   83.13383   83.1805     0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.        63.63623
   62.78935]","[118.89712993120388, -57.819557813041008, -22.815530852274541, -50.498930599514374, -97.072193980705038, 116.43740406549718, 12.543861427725352]"
p342p343-part2_ch1,343,English,87.88789349061686,WH,"[  58.06503   58.56273   58.89881    0.         0.         0.       259.81
  257.3175   253.6053   248.2214   243.5328   239.4892   237.8517   236.5513
  232.6378   193.4033   143.5107    96.11243   84.2561    74.10935
   64.17817   52.4338    51.52699    0.         0.         0.         0.
    0.       112.3736   112.5267   112.8379   151.0775   189.2895   227.1654
  225.5676   221.4283   217.9287   218.7407   224.4706   230.0417   232.6606
    0.         0.       123.5642   122.3153   118.9954   119.255    118.5891
  117.833    117.086    116.7407   116.498    115.9199   114.8049   113.073
  112.8342   114.6772   117.1281   118.3202   117.7835   152.515    187.5926
  223.1165   224.0955   226.0207   227.0663     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.        46.6467     0.        45.52657    0.         0.
    0.         0.         0.        87.34163   78.14151   68.55151
   60.04742   60.55657   61.07896   61.15861   61.11684   61.08034
   54.9608    49.25098   43.76184   45.10312   46.7715    48.26229
   47.60835   46.71286   47.53304   51.40059   54.86273]","[96.110677701856659, -63.328577357669865, -18.613526741807512, 38.077052148046768, 31.162853856185819, 16.477905300521126, -110.2626775748721]"
p342p343-part2_ch1,343,English,100.76867740674929,Y/N,"[   0.         0.         0.         0.         0.       129.7052   171.9284
  209.3465   251.4083   250.0748   252.0857   252.9941   252.8786   252.6303
    0.         0.         0.       239.8309   243.3273   248.3719   249.884
  248.651    246.3349   242.898    238.0468   232.704    227.752    223.9237
  218.7798   212.5167   207.6031   207.8037   211.8396   216.5902   220.4019
  223.8058   227.3294   229.0083     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.       222.0026   220.106    217.1733   214.6071   213.3113   212.4246
  211.6957   211.1144   210.4693   209.4872   208.1823   206.1985   205.2008
    0.         0.         0.        98.9113    99.81598  101.5885   102.1466
  102.4105   137.0858   172.0724   206.3837   206.3001     0.        51.59861
   52.35405   53.33242   49.77607   45.90951   97.07531  150.1602   202.8413
  200.7899   199.5754   199.1846   199.4591   200.4265   201.0685   200.8844
  199.2723   197.4564   195.6753   192.2322   189.052    186.3049   186.11
  186.4447   187.288    188.4768   189.7999   190.8073   191.3317   191.4414
  191.4034   191.4502   191.4869     0.         0.         0.         0.
    0.         0.        45.00003   44.96989   46.17635    0.         0.
    0.         0.         0.         0.       103.7696   108.4331   112.3839
  113.4629   109.8396   141.6286   175.0155   207.0015   203.7738   199.9593
  196.3416   192.4994   189.2747   187.056    185.6159   185.2093   185.272
  185.3729   185.9467   189.5248   194.9816   200.743    202.8379   202.2227
  200.0329   197.9568   196.6279   196.147    196.0615     0.        47.82648
   49.87928   61.26247   73.46629   83.20702    0.         0.        48.24215
   49.06537   50.3485     0.         0.         0.         0.       207.2539
  206.0597   203.942    202.413    201.0349   199.6322   198.487    198.1089
  198.5563   199.3468   199.8262   199.2763   197.9716   201.4932   204.6823
  205.9581   168.6845   121.0063    75.11826   63.2569    64.29429
   58.4133    51.56578   43.86792   47.08693   49.43417   67.72402
   82.18559   98.68427  100.807    103.4457   140.0423   174.3878   208.5148
  208.3791     0.         0.         0.         0.         0.         0.
    0.         0.         0.       261.3788   261.6776   262.7993   265.5348
  268.6762   271.7857   273.9089 ]","[132.7540282877975, -17.495615120713527, 10.226524114961073, 8.0248241249545682, -2.4653678288156113, 64.94151360766736, -7.166414917025997]"
p342p343-part2_ch1,343,English,110.86834317697176,Y/N,"[   0.         0.       224.5258   223.1657   220.5777   218.7609   220.4976
  225.1286   226.3734   224.888    184.2854   132.5792    81.77734
   67.54287   61.13411   53.04061   46.22897   44.38226  101.6749   158.5866
  215.7349   214.6063   213.1216   211.5629   209.7634   206.5262   201.4484
  196.9864   162.3851   130.5995    98.97744  132.3367   165.4944   199.4495
  201.3683   203.7335   204.9902     0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.        82.70605
   73.5581    63.01396   55.83998   54.91481   53.84277   52.0869     0.
    0.         0.        61.11021   65.05431   60.88856   67.10252
   68.41553  126.8445   173.179    218.8479   214.0213   210.403    207.7743
  205.3424   198.2971   189.4275   182.9027     0.        67.86973
   62.44782   56.60127   56.39661   61.32565   66.32864   66.02724
   67.8645    68.78165    0.         0.         0.         0.         0.
    0.         0.         0.        52.7029    52.51475   52.1248
   52.00755   53.11706   53.86912   52.30976   49.81885   51.93056
   55.65671   59.48793    0.        64.28349   67.90305   70.85803    0.
    0.         0.        49.21287   47.22338   45.53473   46.418     49.23636
   51.11456   52.11879   52.89516   67.01498   64.54      63.98946
   51.7099    53.37384   53.56443   52.78931   53.05147   52.52473
   52.85602   52.78109   53.62128   49.59318   48.44504   44.99583
   46.44348    0.     ]","[84.411285576184326, -63.45491253775333, 26.848989666512423, 2.7341264807480492, -2.689854216906808, 32.11085652876401, -60.694050601871076]"
p342p343-part2_ch1,343,English,118.82233800567028,Y/N,"[   0.         0.       226.4336   226.6027   224.8379   221.505    217.1473
  214.1861   211.5441   210.3822     0.         0.         0.         0.
    0.         0.       215.733    216.2333   216.973    217.2417   216.464
  215.1094   213.5583   211.4288   210.3339     0.        49.67039
   49.97472   50.64152   51.45922   51.89715    0.        76.23099
  121.0191   165.3304   208.5894   206.6664   205.6238   226.191    247.451
  268.3998     0.         0.         0.         0.         0.         0.
    0.       220.6829   220.9226   221.1919   221.2808   221.3467   221.34
  220.0958   214.7666   208.9505   206.4618   209.0734   213.151    215.4552
  216.5746   216.6257   216.1942   215.6937   215.0291   213.7521   211.5677
  207.72     204.3381   202.1322     0.         0.         0.         0.
  196.6609   196.0046   194.9972   194.4715   194.4819   194.8848   195.3986
  195.8333   196.5042   197.7891   199.5516   200.5183   200.915      0.
    0.         0.         0.         0.         0.         0.       114.9434
  112.6539   141.0889   168.8938   198.5844   196.9956   195.4959   194.0144
  193.5542   194.3189   195.1504   194.6698   193.5929   192.529    192.0133
  191.8207   192.075    192.8434   193.3758     0.         0.         0.
   57.45003   57.04935   55.88409   54.86248    0.         0.       202.9497
  202.7628   202.1264   200.7207   198.965    197.3933   196.0789   194.9311
  193.283    191.175    189.2372   187.9562   186.6486   184.8401   182.7943
  181.343    180.6478   180.4119   180.2642   180.106    180.3306   181.4984
  186.8119   189.7403     0.         0.         0.        47.11672
   48.86682   55.22637   62.93744   66.50719   59.94063   53.18589
   48.34665   48.51665   54.36086   59.77625   64.2595    63.61018    0.
    0.         0.         0.        45.90057   68.50829   91.52784
  114.3135   114.8377   103.2383    91.22738   79.13528   72.47734
   66.3091    60.21222   60.93108   61.91211   62.63586   62.61428
   61.30533   57.07901   53.15317   51.04056   52.12201   50.82377
   52.12469   53.20986]","[124.74341035624552, -38.206184898349107, -49.806078112074822, -7.3790617926435322, 11.182439552925954, 4.2580175973292569, 39.367331747350107]"
p342p343-part2_ch1,343,English,127.73073964354934,Y/N,"[   0.         0.         0.         0.         0.         0.         0.
    0.         0.       226.8913   227.4357   228.425    229.2297   229.3789
  228.8558   227.935    226.8874   225.9315   224.9533   223.845    222.606
  221.5079   220.537    219.3947   218.3063   187.8356   158.5729   128.6178
  112.0407   100.7926    98.77645  113.1532   154.4268   187.2449   219.8194
  219.2325   218.4431   217.5552   216.5916   215.6284   214.7622   214.0561
  213.5956   213.4777   213.7021   214.094    214.4397   214.6213   214.4291
  213.6499   212.7433   211.1104   208.6673   205.3257   200.4982   195.706
  191.2959   189.1545   188.4149   159.1197   112.8403    66.38644
   48.60991   48.0446    47.5172     0.         0.         0.         0.
   46.67384   47.07922   48.42681   63.66438   79.32102   86.43845
   78.40685   69.63162   82.11271   94.30132  106.8556   106.4685   106.7625
  107.7408   108.6329   108.4151   107.0765   105.691    105.4412   141.9776
  179.6209   218.1945   221.6633   224.8658   227.5762   230.2293   233.3447
  236.6625   239.6268   241.9512   243.7636   244.9601   244.8982   244.6609
    0.         0.       263.5943   264.1068   265.1011   265.9588   266.1258
  265.7925   265.6227   265.7946   265.7506   265.1316   264.6173   268.188
  211.5592   154.9533    86.48754   78.75803   70.8404    68.54057
   68.36481   74.26597   82.42695   88.23197   86.69256  140.3671   192.8927
  243.9339   238.5589   234.9885   236.1746   240.6149   245.3435   248.0737
  248.595    247.808    246.7338   245.8938   245.9373   246.2443   246.4115
  246.3008   246.0771   246.457    246.6769   246.9672   247.3315   248.5724
  251.1296   252.6237     0.        42.81049   47.64804   51.93108
   56.44567    0.         0.         0.       131.7633   131.6861   131.2197
  130.3622   170.8188   210.6655   251.0289   250.2458   250.4468   250.6669
  250.6756   250.6014   251.0313   253.2658   256.1794   258.6013   259.6549
  259.9106     0.         0.         0.         0.        47.81499
   48.39949   49.08128    0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.        53.70589   59.35003   66.61986]","[151.08105510991453, -21.376416510603189, -68.879164131639001, -54.268341973398812, -78.818785980634374, 94.79713655393698, -46.898453673265749]"
p342p343-part2_ch1,343,English,143.2730866661788,WH,"[  56.56108   59.47434   57.34862   51.761     47.11451   48.18699
   50.24738  120.3031   189.5913   258.4803   258.4624   258.747    259.3556
  260.1367   260.9923   261.9755   263.2192   264.5835   265.5179   265.322
  262.9118   257.8705   251.483    245.8262   243.3448     0.         0.
    0.         0.         0.       239.3915   237.9752   235.1803   232.4517
  230.6604   229.8037   229.6093   230.2474   230.152    193.9823   156.8841
  120.4063   119.9137   119.5129   119.0615   118.0514   117.4841     0.
    0.         0.         0.         0.         0.        57.0947
   60.85448   68.50201   67.81214   71.40434  121.1528   171.7273   217.9871
  218.119    218.7925   219.3876   219.0205   218.7457     0.         0.
    0.         0.         0.         0.       224.7815   222.8535   218.5209
  216.8555   215.7198   215.3094   214.8274   213.6345   211.9946   210.2524
  208.5748   207.0571   205.6901   204.5522   203.4087   201.9904   200.4858
  199.0695   197.8258   196.7626   195.9747   195.4516   195.1697   194.8882
  194.1414   193.0117   191.9364   191.744    191.9338   195.4467   165.0119
  134.5438   100.9399   101.0765   101.0235    99.87574   86.66396
   72.46593   58.77217   57.30875    0.         0.         0.         0.
    0.       197.5095   197.0006   195.3564   192.5866   189.5741   188.0284
  188.9683   191.0048   192.2745   194.8475   197.6145   200.5375   199.601
  198.7236     0.         0.         0.       107.0681   107.3629   103.454
  100.5422    97.5238    99.37103   99.96216   99.93542   81.47602
   63.59979   45.98218   46.4921     0.         0.         0.         0.
    0.        68.107     69.16782   70.7608    71.04275   72.80737
   74.60436   69.13126   61.68925   56.49802   58.50033   60.7419
   58.38061   57.28248   56.31781   54.88423   55.41214   57.1028
   69.45289   78.74295   79.53544   66.70045   54.04188   48.65489
   49.06417    0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.        45.44821
   46.58322   47.78894   49.48075    0.         0.         0.         0.
    0.         0.        55.28521   53.98773   52.10574   51.42711
   51.69989   49.48259   49.32763    0.        58.32154   60.5909 ]","[111.98833803106068, -80.717029274786128, -35.198911753024795, 6.9041801122836262, 34.101985980343876, 43.373704639647258, -81.808409222189368]"
p342p343-part2_ch1,343,English,154.7635591674422,Y/N,"[   0.         0.         0.       246.4303   245.0071   243.1454   241.6914
  239.3657   235.6152   232.1276   229.9825   228.2142   175.7994   123.0137
   71.47482   71.69409  123.304    174.8607   225.8425   225.9882   225.5602
  224.8487   223.8246   221.6152   217.5963   215.1018     0.         0.
    0.       225.481    225.2713   224.6537   223.7889   224.5634   225.0672
    0.         0.         0.         0.       213.282    212.5742   211.1107
  210.1882   210.2616   215.1435   217.8964     0.         0.         0.
   77.42883   90.43344  104.0683   115.4597   148.7547   181.9492   215.9163
  214.8214   213.3826   212.2701   212.5451   213.5159   214.2956   214.4896
  160.9526   107.9587    56.16143   58.03971   59.40852    0.         0.
    0.       214.7914   213.443    211.1137   209.4139   207.7431   205.4413
  203.4069   202.788    204.1079   206.1346   207.8503   208.904    209.5478
  209.7779   209.8414   167.9057   113.2604    60.51416   48.53871
   49.59616   50.96365   52.31183   53.28757   52.20375   52.33971
   59.04016   65.09824   70.67083   68.87857   67.40658   62.00039
   55.50932   52.75985   54.76866   66.3527    70.56045    0.         0.
    0.         0.         0.       208.0679   207.9747   207.6581   207.04
  206.1138   205.395    205.983    209.1925   212.4666   214.4859   215.2746
  217.4634   221.1588   225.0782   226.8903     0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   47.28886   47.24249]","[125.32915811885387, -60.955754520761232, -26.989959418354051, -24.790242343823458, -31.353772274896901, -8.296995514701285, -59.643490484629432]"
p342p343-part2_ch1,343,English,200.69226221225082,WH,"[  67.76716   61.6839    55.53228   55.20349   55.34756   51.86213
   48.6662    46.65416   46.1114    46.77075   46.01525   52.64816
   58.63758  129.4158   194.3735   258.182    256.5235   255.215    254.0396
  252.2628   247.9326   238.3581   230.14     225.633    227.0548   227.9249
  227.5876   226.5406   225.1228   223.4595   221.9537   221.3654   221.2666
  221.1947   219.9772   216.9538   217.5451   221.0354   225.9611   227.0224
  225.6106   223.8419   219.8829   213.2056   205.8077   200.5697   199.0171
  198.7312     0.         0.         0.       221.0645   218.6062   214.2639
  210.5618   207.961    206.0833   204.7954   203.5405   202.0031   200.0871
  198.551    197.6469   197.1474   196.371    195.2525   194.4447   194.0639
  193.824    193.056    191.5107   189.9405   189.1388   189.3832   189.9731
  190.3088     0.        47.51539   46.99336   46.33225    0.         0.
    0.         0.         0.         0.         0.         0.       194.1999
  193.5307   192.0737   190.5231   189.1294   188.105    187.8975   187.8267
  187.6771   187.5256   187.7961   188.4023   188.1664   186.7421   185.0209
  183.7442   183.6366   183.9732   184.1119   183.5496   183.0991     0.
    0.        53.53315   54.63948   56.58642   53.29648   50.94062
   48.84982   55.71967   56.47872   56.8139    50.47343   49.67931    0.
    0.         0.        73.47505   72.03739   79.91749   88.29086
   97.9341    87.66599   77.33988   67.53132   68.83985   69.93003
   70.72428   70.91505    0.         0.        50.69243   50.93583
   51.10353   51.32723   50.78501   50.47746   48.85039   48.3776     0.
    0.         0.         0.         0.         0.         0.         0.
    0.         0.        76.41785   87.64037   98.80634  109.3832   107.9929
  107.3347     0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.        48.59721
   54.51638   62.00763   65.43284   65.32562   65.31646   64.72034    0.
   51.02703   44.86327   55.95996   59.71275   65.33801]","[110.94064745384252, -91.231744545180234, -32.268663319442986, 80.773411268991126, -36.454684637291095, 54.910926486016535, -21.18869169419979]"
p342p343-part2_ch1,343,English,209.3967537734224,WH,"[   0.        80.1237    92.32668  104.1671   102.8928    83.55231
   63.97489   57.39142   56.015     55.75142   57.30489   60.10868
   62.10373   62.74651    0.       254.6407   254.014    252.8675   251.4066
  250.1492   248.9764   247.5582   242.5973   234.9778   233.6088   237.9758
  245.3677   246.9883   246.5632   245.8433   244.9742   244.0756   243.2888
  242.6434   242.1368   241.9249   242.0733   242.3838   242.5494   242.1324
  240.8139   238.234    235.2683   232.8566   231.4238   230.1542   228.2868
  225.9318   223.5808   221.7576   220.548    219.814    219.219    218.3973
  216.5246   213.1341   208.6091   204.5617   202.2006   201.4462     0.
    0.       220.3828   217.4352   212.8004   208.1529   204.2724   200.1682
  196.1861   193.4686   188.3651   184.8591   181.827    182.6613   183.3922
  184.0889   154.2572   123.5977    92.91733   92.76762   94.29838
   85.7193    76.6503    66.20377   65.57101   66.99699   68.83791
   70.85044   65.40435   62.55632    0.         0.         0.         0.
  106.1718   106.047    105.576    104.2154   102.2163   132.9332   164.6505
  197.8305   198.7051   199.0179   198.0339   196.3671   194.6753   193.5557
  193.2596   193.6666   194.0113   193.7843   193.0079   192.1112   191.373
  190.5541   189.6452   188.6955   187.7352   140.316     91.85355
   50.40318   55.85356  104.7267   147.2096   189.376    189.2633   189.0027
  189.1272   189.5215   189.8626   190.1241   190.1208   189.2353   186.5561
  182.5646   178.9056   176.5992   175.388    173.8434   171.4578   170.0187
    0.         0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.         0.
   62.08168   73.7011    88.25022    0.         0.         0.         0.
    0.         0.         0.         0.         0.         0.        43.52736
   43.91073   44.07059    0.         0.         0.         0.        54.72936
   54.19439   54.53159   54.61551    0.        47.77166   47.32152
   45.36494   47.73632   50.46474   54.97052   63.0358    60.52412
   56.83616   48.87606   49.77835    0.         0.         0.     ]","[126.6351178025871, -89.070247211551248, -56.755664831275894, 51.495395492407532, -45.37197204783218, 108.89814655790238, 12.008116491851567]"
