English: WH,English: Y/N,Mandarin: WH,Mandarin: Y/N,id,language,questions
5.745811609050943e-16,7.490992438085737e-16,6.624899176768331e-16,1.1224782416098566e-15,253,English,WH
3.1880222686836823e-18,1.1049270030652409e-18,4.579489255619965e-19,2.1554542847131544e-20,254,English,WH
9.475658067208725e-17,1.3567317651231024e-16,1.9106103040245855e-16,3.285183349678705e-16,255,English,Y/N
4.436270624662257e-18,1.6169788952892017e-18,7.592937869490478e-19,3.188117581953858e-20,256,English,WH
2.292890624004315e-16,2.377665298798343e-16,2.2680490981859947e-16,2.6008820898875623e-16,257,English,Y/N
2.8345398442543987e-21,1.1515616767509907e-22,2.1619835989139416e-21,1.510661211310471e-23,258,English,WH
2.3054714919694683e-15,1.5085100509661906e-15,1.5897985764388144e-15,1.7647585489986568e-15,259,English,WH
4.933906489811676e-17,8.855496154232e-17,4.427845519037661e-17,4.7017935208634203e-17,260,English,WH
6.723415334703184e-16,4.379858745266029e-16,4.481402225584527e-16,3.7775458017816156e-16,261,English,WH
7.795401496837404e-18,1.8416404342492487e-17,1.4263404794551784e-17,1.1586363014068306e-17,262,English,WH
1.7531440519792842e-17,1.1417959004142502e-17,4.9688115530018885e-18,6.902357947542123e-19,263,English,WH
3.487395821826507e-17,4.646113285319665e-17,1.8313692959223438e-17,2.4874785060434763e-17,264,English,Y/N
1.0638567193668743e-18,1.9197414810108173e-18,3.2776195994229732e-18,2.2474336869404292e-18,265,English,Y/N
1.5721381170502503e-16,1.472127088530958e-16,2.5809067469963056e-16,2.1576585485642232e-16,266,English,WH
1.1040835029865427e-17,1.5430217468643688e-18,1.680811177991791e-17,7.629396237195291e-18,267,Mandarin,WH
5.1772469267922024e-17,2.0569141114364004e-16,1.1683421575921196e-16,2.4260062982918733e-16,268,Mandarin,WH
1.1879704293703381e-17,5.565923819829299e-18,2.263248380589089e-17,1.1433906833322308e-17,269,Mandarin,WH
3.193573590622643e-17,1.6669430794867076e-17,8.555148949417833e-17,3.0602370664246254e-17,270,Mandarin,WH
7.051272273316313e-17,1.0679670053755455e-16,8.988828315645795e-17,1.0469541027407584e-16,271,Mandarin,Y/N
3.744699841871866e-16,2.7870967850481075e-16,5.423485927438232e-16,7.013466318314176e-16,272,Mandarin,WH
6.357926293827086e-19,1.0731262207673869e-19,1.1435669206842728e-18,1.9674273808401156e-19,273,Mandarin,WH
2.3345045382664606e-16,2.45965042210087e-16,1.9377270977027064e-16,1.8160380859646599e-16,274,Mandarin,WH
5.361561118160924e-18,5.577791217444768e-18,1.1121143537764843e-17,1.4421376364855837e-17,275,Mandarin,Y/N
1.7775545566652846e-17,3.386482102247903e-17,3.675122573477696e-17,3.084786931338386e-17,276,Mandarin,WH
6.053728449602698e-17,2.7681413656623828e-17,7.913623006575579e-17,1.8983297719249014e-17,277,Mandarin,WH
2.9686932408213685e-17,2.0282558579342828e-17,3.023998177022912e-17,9.689077066892329e-18,278,Mandarin,WH
5.954841846262442e-18,7.196768065354103e-18,1.6404895756344508e-17,1.715995238752933e-17,279,Mandarin,WH
6.432561080329731e-16,4.849364854507007e-16,4.1219053437690175e-16,3.442927594799488e-16,280,Mandarin,Y/N
4.662827982828431e-17,6.138731363654706e-17,4.7105354813258684e-17,1.0088380879309358e-16,281,Mandarin,Y/N
3.86475025161745e-17,1.5489893557787185e-17,1.6471662945851955e-17,3.4460652415135866e-18,282,Mandarin,WH
3.622032199328907e-19,7.057447298673638e-19,7.483690588238329e-19,8.385530816692436e-20,283,Mandarin,Y/N
1.5032389175841227e-19,1.0287553211734886e-19,9.202964532262223e-19,1.1599736818269974e-19,284,Mandarin,WH
4.298145196359292e-16,1.9083628016553708e-16,1.5642937982778459e-16,5.501288603200686e-17,285,Mandarin,WH
1.2710758868796358e-16,6.549869898250049e-17,1.4706268284784524e-16,7.490222433754967e-17,286,Mandarin,Y/N
7.352482480977277e-16,5.937629141094385e-16,6.853264249664697e-16,1.3734229469088963e-15,287,Mandarin,Y/N
3.819219652623835e-17,8.234073189159132e-17,4.622850786031251e-17,1.4412002809970006e-16,288,Mandarin,Y/N
1.5608466313481295e-16,2.6307643954328447e-16,1.213460177261537e-16,3.17747906289694e-16,289,Mandarin,Y/N
3.3941383585395662e-18,4.5227769971571e-18,1.2091027634723863e-18,9.852496970069919e-20,290,Mandarin,Y/N
8.542316307451437e-19,9.023286129818036e-19,2.7185678457631717e-18,4.880806990707262e-19,291,Mandarin,WH
8.663206594058968e-17,5.001689246711804e-17,3.1335167021588613e-17,5.064124390996384e-18,292,Mandarin,WH
8.969447664146568e-16,8.345131116956958e-16,8.522506420820867e-16,9.527341698334141e-16,293,Mandarin,WH
1.4558949506494483e-16,2.1875122263156011e-16,1.3646980340086852e-16,2.5972735112616148e-16,294,Mandarin,Y/N
1.037878619237456e-17,2.099891189478918e-17,1.7388808702971992e-17,2.2355675858122283e-17,295,Mandarin,Y/N
1.941940260937268e-20,1.065275689250513e-20,7.276883741993152e-20,1.36492796993608e-20,296,Mandarin,Y/N
1.3093969289494397e-16,1.2891383553364045e-16,1.4517303325283784e-16,8.138586030641991e-17,297,Mandarin,Y/N
4.652512560875714e-18,4.2485636910281225e-19,7.818842405283159e-18,2.9293153423230728e-18,298,Mandarin,WH
8.110530853759069e-18,5.10595892440421e-18,1.6423106262369893e-17,2.0675251128556295e-18,299,Mandarin,WH
8.343306337140628e-16,1.6460296536371208e-15,1.2669948992505179e-15,2.367532715854656e-15,300,Mandarin,Y/N
2.2103709871054924e-17,9.865167191328673e-18,2.2277158231791988e-17,8.100362780205627e-18,301,Mandarin,Y/N
8.036233516736392e-17,1.88218132651699e-16,2.1268604413676194e-16,2.3113765971316216e-16,302,Mandarin,WH
2.2531217795459397e-16,2.0683888666639917e-16,2.1748290080414154e-16,6.354148346392403e-17,303,Mandarin,WH
5.514674469018605e-16,4.0240616136010853e-16,1.7024481282651017e-16,8.540460764260245e-17,304,Mandarin,WH
1.5082240108237075e-16,2.904980907630952e-16,1.521395922897236e-16,4.3183554149240877e-16,305,Mandarin,Y/N
3.406783406890482e-16,6.330724967547971e-16,4.313638474063711e-16,9.380786424086697e-16,306,Mandarin,WH
1.406516078522184e-18,7.262895832731899e-18,5.3761295476962695e-18,3.6268109484642175e-19,307,Mandarin,WH
8.465123260580205e-16,1.0148458708735318e-15,9.781509739671773e-16,1.927884257465588e-15,308,Mandarin,WH
1.3542648494916975e-18,1.9642730034827937e-18,1.0489017351021644e-18,2.6688482277674023e-19,309,Mandarin,WH
2.4495155484389023e-18,2.4209419577641278e-18,5.372381170565121e-18,3.740638959981472e-18,310,Mandarin,WH
1.7235910974539689e-16,1.6139944111683034e-16,4.270437411286052e-16,4.1270230490207614e-16,311,English,WH
1.2123028289424541e-15,8.987643622626878e-16,5.956922579216314e-16,4.604989921045266e-16,312,English,WH
1.4205660235954176e-15,1.886455151157915e-15,1.1459843242966701e-15,2.7983469625952017e-15,313,English,WH
5.855336451677478e-16,4.916389255905993e-16,8.517369868684637e-16,8.848691363322239e-16,314,English,WH
1.0190358075960151e-17,4.572759046537584e-17,3.4210694037114774e-17,3.566862465517089e-17,315,English,Y/N
6.173478526384233e-18,5.219538889856652e-18,5.7742049919400004e-18,5.600836067567062e-18,316,English,WH
3.3120579348688252e-18,5.226813848287121e-18,3.053342268326788e-18,1.5900885425595526e-19,317,English,Y/N
1.0026226130448775e-16,1.9859958750324253e-16,8.474360926174912e-17,3.0330990056029935e-17,318,English,Y/N
2.2512546449158427e-16,2.4283265970165326e-16,3.066926267258046e-16,1.7992724578542551e-16,319,English,WH
1.2405357969693043e-15,1.5511264015452252e-15,1.0471396751076144e-15,2.597748096904852e-15,320,English,WH
3.080710832249473e-16,2.0808591333892154e-16,1.99991629954286e-16,1.2804053886242274e-16,321,English,WH
1.1854972159372694e-17,1.6027171019832164e-17,1.9051215356139452e-17,2.9412817384221465e-17,322,English,WH
1.1286741286092314e-15,6.293076955723428e-16,4.3748815433019114e-16,5.124861334532138e-16,323,English,WH
3.2025360029834145e-16,7.067374666209575e-16,3.287189648099255e-16,6.022571868860639e-16,324,English,Y/N
5.900040188477438e-16,6.571909551279031e-16,2.479417125878897e-16,3.29738461510459e-16,325,English,Y/N
7.76351417332871e-17,2.2942675522547382e-17,3.475035755884032e-17,5.7488788426118e-18,326,English,WH
1.2733540578364124e-16,1.242982467538695e-16,9.323299209081398e-17,2.941597676726844e-17,327,English,WH
2.1120908015357295e-16,1.5485919891557827e-16,1.2160367508515379e-16,5.865771168638432e-17,328,English,WH
4.5215629853376306e-18,9.798783047859114e-18,3.5940851137956566e-18,6.653237182153146e-19,329,English,Y/N
2.44857840673346e-15,3.390021133145063e-15,2.46626392694017e-15,6.587244141094312e-15,330,English,Y/N
2.664677311063711e-15,2.8937035509740864e-15,2.277709759085612e-15,4.5775578833853956e-15,331,English,Y/N
6.887080303395197e-16,2.9622198923323533e-16,3.747405683737966e-16,2.275971464518879e-16,332,English,Y/N
1.69221860888187e-17,4.363381020373158e-17,1.6604673236974807e-17,1.4276158372963218e-17,333,English,Y/N
5.497939254331877e-16,7.914700373928957e-16,6.828537997496104e-16,6.529305530333929e-16,334,English,WH
1.3857756609241088e-16,5.4719452017754955e-17,9.801163879739076e-17,3.0111211684267406e-17,335,English,WH
3.651311625697205e-16,5.850228488471307e-16,4.83894995848546e-16,1.1870277914422112e-15,336,English,Y/N
1.5617754559539704e-16,1.2948517340082513e-16,2.597340087807835e-16,2.1445053014436383e-16,337,English,WH
6.169247127437417e-16,1.5048437817708876e-16,4.29873691818446e-16,2.479312523341746e-16,338,English,WH
8.074267569811007e-16,8.587663439820662e-16,1.259839927279917e-15,1.2972410104019337e-15,339,English,Y/N
5.155273606343936e-17,9.136774658914992e-17,7.568189595010233e-17,1.1014976689791726e-16,340,English,Y/N
6.177953779757803e-16,6.293918778328635e-16,5.324783680527507e-16,6.721101555268955e-16,341,English,WH
2.8899590926855013e-16,2.852029149850271e-16,2.5432721579768204e-16,2.1379299280278604e-16,342,English,Y/N
2.269935972235996e-17,5.06190041083811e-17,1.4639552191520195e-17,3.032530999719569e-17,343,English,Y/N
3.4323610207913915e-16,2.64334045800359e-16,6.620098567080111e-16,7.578474528388034e-16,344,English,Y/N
1.612490782840405e-17,6.710425329503454e-18,6.22224308136169e-18,1.4756176364642476e-18,345,English,WH
7.590880749416833e-16,9.672668840141203e-16,7.713657499689465e-16,1.9961946325488685e-15,346,English,Y/N
1.9442750104004355e-16,2.375841422416371e-16,1.4526990630450155e-16,2.2251478792609594e-16,347,English,WH
6.723928697821166e-16,5.498830233349124e-16,2.1572171915440998e-16,2.073238413541849e-16,348,English,WH
1.4035392932585926e-17,5.692362827378415e-17,2.1773417811892754e-17,2.823557512630296e-17,349,English,WH
1.061613498988739e-22,5.158430492397774e-22,1.7406936509440944e-21,4.251915988267939e-24,350,English,Y/N
2.2054740661152076e-16,1.4336831978578458e-16,3.7264562346200345e-16,1.4667929087610858e-16,351,English,WH
4.82071950378206e-16,8.687936961589824e-16,5.347760664661325e-16,1.8259087822726297e-15,352,English,Y/N
6.802960274126855e-18,8.44981600677822e-19,1.4370924502783795e-18,1.2878523877168414e-19,353,English,WH
1.9115259019603924e-15,1.9615630087285334e-15,1.807016079919192e-15,2.4951359644359783e-15,354,English,WH
3.496633638413326e-16,2.564976465984475e-16,3.62525464390907e-16,4.2772947248604406e-16,355,English,WH
1.4245394408757827e-16,1.208850275826464e-16,1.574103293532174e-16,1.3394328716006528e-16,356,English,WH
2.596744114958984e-16,3.4218931018708736e-16,3.831210432098706e-16,5.274204774806429e-16,357,English,WH
3.5575781419674385e-16,5.508085020701515e-16,5.962436745047583e-16,4.73838223018556e-16,358,English,WH
4.2790730271846174e-18,2.52707201492127e-18,2.9957524778761443e-18,5.991681856849783e-19,359,English,WH
3.8569774875407934e-16,3.5146502461840193e-16,3.563185307994794e-16,2.8935007333878835e-16,360,English,WH
1.0872739199984816e-19,2.843976141579549e-19,5.691796414765154e-19,3.159343295193102e-19,361,English,Y/N
3.729132349024725e-17,1.883298127107567e-17,2.2869236017034098e-17,1.393781897198047e-17,362,English,WH
2.360910815857051e-16,1.6138059341195268e-16,1.7160785137637962e-16,2.480201276492524e-16,363,English,WH
1.2707395193396703e-18,2.6084452866543004e-18,8.966923555970467e-19,8.732913891748413e-19,364,English,WH
2.7290048934262962e-18,2.496512978855649e-19,2.5698243667257707e-18,4.632446514160102e-19,365,English,WH
1.7073280080920605e-16,8.302625402963063e-17,1.6479977479793387e-16,1.269072835756921e-16,366,English,WH
5.611396469708688e-17,2.936618174969482e-17,3.5230683614235776e-17,9.479408376235508e-18,367,English,WH
1.2560807396786969e-16,7.141618433370235e-17,2.840538918903092e-17,6.047119415713314e-18,368,English,Y/N
1.7240107496622745e-15,1.5201145943109944e-15,8.689384917677528e-16,9.78625231338565e-16,369,English,Y/N
1.301758157393847e-16,2.931137042489227e-16,1.3315232714747093e-16,4.351294587179749e-16,370,English,Y/N
2.216782821451953e-16,2.7341807658079853e-16,3.058679475826078e-16,6.938242339703659e-16,371,English,Y/N
6.014086789854419e-19,1.387447186435596e-18,1.7596545508063842e-18,9.85259356649437e-19,372,English,WH
2.872569713104945e-19,1.1386737564818325e-18,6.9228116301462485e-19,2.280857493391834e-19,373,English,Y/N
1.595142831915324e-17,1.7417088598434344e-17,1.8791835815678665e-17,1.2962921296161988e-17,374,English,WH
5.656566183159259e-17,1.0175995610694773e-16,5.86820305737605e-17,6.742971834131611e-17,375,English,Y/N
4.6908946605673474e-20,1.0723980232147487e-19,6.92519357978386e-20,5.778780073029977e-21,376,English,WH
1.8522693657684812e-19,1.5444163277850907e-19,8.174581809375889e-20,3.335272236267573e-21,377,English,Y/N
2.2868702593957708e-17,1.1535085954816851e-18,1.1421922273666409e-17,2.7400533835967935e-18,378,English,WH
3.674818267499531e-16,4.375359966114779e-16,2.7134316436531664e-16,2.7821405582432124e-16,379,English,Y/N
8.550970558482502e-18,3.178566118157186e-18,6.2455384055058035e-18,1.2184906243636181e-18,380,English,WH
7.775898917486446e-16,9.776816608736905e-16,4.932085556965281e-16,9.414056963434357e-16,381,English,WH
4.20540695523475e-17,5.413596808720808e-17,5.660789465955595e-17,7.163604104130621e-17,382,English,WH
8.681281328972678e-17,9.265461211591037e-17,3.451283213803729e-17,4.028964856147038e-17,383,English,WH
1.0446436701574078e-18,5.197067829692862e-19,6.475313376735635e-19,9.439818336289173e-20,384,English,WH
4.4049761534877273e-17,7.938368700945557e-17,3.881713837370917e-17,4.881248302247049e-17,385,English,WH
3.7845086064112815e-17,2.3565635521505548e-17,1.761986129541633e-17,3.439565492388932e-18,386,English,Y/N
2.519690998654356e-17,1.6448215841926163e-17,4.418260256357503e-17,6.6296681213461656e-18,387,English,WH
1.4805140913777415e-16,1.2665151553121587e-16,8.968972844598934e-17,6.927841824573563e-17,388,English,WH
5.8243659229437145e-16,6.040417329670722e-16,5.558101094718729e-16,7.818137295794634e-16,389,English,WH
4.351600459745368e-17,9.088170756860353e-18,1.0136707124865901e-17,1.8062599374716214e-18,390,English,WH
7.595944611922966e-18,5.330852640843133e-18,1.0490097450914552e-17,1.2230266077803065e-17,391,English,WH
1.3007187892771349e-17,2.2550637635767556e-17,2.8564920451912754e-17,1.5782945151388978e-17,392,English,Y/N
2.3717462162378023e-17,2.9375618157510945e-17,1.7865409703965957e-17,2.2680974669164943e-17,393,English,Y/N
2.4463444476217193e-16,2.8923832140165397e-16,1.389841632691212e-16,2.030022078294985e-16,394,English,WH
1.0650429420389844e-16,2.6964697917691477e-17,4.0663339234448444e-17,1.2618441565292043e-17,395,English,Y/N
4.262587524742383e-17,3.981297062996702e-17,2.0110444524343216e-17,7.763642048092794e-18,396,English,Y/N
3.183667363842308e-18,1.835272466099368e-18,3.336400903752052e-18,4.1587183683197154e-19,397,English,WH
5.770047197748137e-19,1.573910583330198e-19,4.9543528224771717e-20,1.8113046651263745e-21,398,English,WH
8.995963597304846e-16,6.133627194790504e-16,6.610532268592736e-16,4.2046555119503125e-16,399,English,WH
2.6074890904433e-16,2.1487969829811494e-16,1.0944557007530406e-16,7.288311174803935e-17,400,English,WH
5.345879632210221e-17,4.447413652149248e-17,1.8749505889754618e-17,6.09908833966661e-18,401,English,Y/N
7.714833428596007e-19,1.28278140002345e-19,1.8831977507578417e-19,2.3420685630091033e-20,402,English,Y/N
5.654099760675995e-16,5.48781457442681e-16,3.969703696136776e-16,5.098821212949174e-16,403,English,Y/N
2.711934044980772e-16,1.977127259641665e-16,1.4767528311221422e-16,1.4303726736966983e-16,404,English,Y/N
5.275417231366807e-17,4.5482650446790225e-17,3.53032224773321e-17,1.5405083703931723e-17,405,English,WH
2.1612018375679356e-16,3.0853840079373895e-16,2.461441794922729e-16,3.481397494171844e-16,406,English,WH
1.9164018816851247e-16,2.5174096467030347e-16,2.687857780970607e-16,4.65576267243196e-16,407,English,WH
1.1879532626354074e-19,1.117094826070478e-20,4.441427143700697e-20,5.150123263514717e-22,408,English,Y/N
6.698283202748464e-16,8.594623375364899e-16,3.462423984184532e-16,6.311648431321822e-16,409,English,WH
5.272830292418136e-17,6.070668086153193e-17,3.037923304371868e-17,6.294111054339934e-18,410,English,WH
5.9284900068701595e-18,8.92756536397718e-19,9.440463241387573e-19,5.243846460031419e-20,411,English,Y/N
2.9403265119619903e-16,2.769173091157464e-16,1.5777533953398781e-16,1.516216262232983e-16,412,English,WH
1.880357414165859e-17,5.673702993204615e-18,2.2239821225702144e-18,2.4535298354715516e-19,413,English,WH
5.1704361733705954e-20,1.2619518993111344e-20,4.566767347548364e-20,1.6498190893579294e-21,414,English,WH
2.6425319243699217e-16,3.9323876094201025e-16,2.5411186634986896e-16,4.777978063808646e-16,415,English,WH
1.2013817232017823e-17,1.2767264513055936e-17,8.419927345048674e-18,3.5978780231315e-18,416,English,WH
3.630267294758339e-16,1.2380598406984002e-16,2.1599862858816574e-16,7.265527935193008e-17,417,English,Y/N
5.950908736134967e-16,4.022740035491498e-16,2.363192646095565e-16,1.2716520060696743e-16,418,English,WH
3.44449214395348e-16,6.041790329230775e-16,3.2703512300481593e-16,4.011303833874e-16,419,English,Y/N
2.1531914158050666e-19,2.350603926349474e-20,3.2372323889672836e-20,1.3077898598138487e-21,420,English,WH
8.020716437748659e-16,6.998461457557535e-16,2.795125874454776e-16,1.7817957608522606e-16,421,English,WH
2.8350425940717862e-18,2.9350734084258515e-18,4.9809202543509515e-18,1.5048706604302002e-19,422,English,WH
1.5330485724596639e-16,1.9677838201798746e-16,6.57395399432431e-17,9.749252591348065e-17,423,English,Y/N
7.935916947713577e-16,9.252227055092493e-16,4.181322230005143e-16,5.421315776072973e-16,424,English,Y/N
4.1799670610854017e-16,4.5780077796948e-16,3.766674630985752e-16,3.9337471282178175e-16,425,English,WH
1.347661227732757e-16,1.0968200012879341e-16,5.3004509120302735e-17,1.5493982221194062e-17,426,English,WH
3.1900261444179604e-17,7.748633063820308e-17,8.894257943657174e-17,1.2005423068198697e-16,427,English,Y/N
9.252727522394702e-21,2.6138750669367643e-20,4.9931338118590387e-20,2.8582757614933656e-22,428,English,Y/N
4.867582998316621e-16,4.988497886880662e-16,3.9573108759841427e-16,3.9920463881794855e-16,429,English,WH
5.1002963982281994e-18,1.0287940982331806e-17,1.8502758190214516e-17,2.478695708311518e-18,430,English,Y/N
2.2019563728522266e-18,7.296946042754387e-19,4.597405506576091e-19,1.3189105439924455e-20,431,English,Y/N
1.692596630452412e-18,1.3418311625356678e-19,1.9779908124653288e-18,1.3448536257331507e-19,432,English,WH
7.686575279897264e-16,8.941749615852923e-16,6.075312272727686e-16,9.974785233147987e-16,433,English,WH
1.105152688324378e-17,2.194570991990229e-17,7.902569762762534e-18,1.278672279426782e-18,434,English,WH
3.5640802352186036e-16,5.693910713121155e-16,4.510801704766839e-16,8.990971487873603e-16,435,English,WH
7.158767114245001e-18,1.8426395497304746e-17,9.903005112466583e-18,1.6351130096847976e-17,436,English,Y/N
6.065995893190645e-16,5.302468816455657e-16,3.5166438147145784e-16,2.732385323684666e-16,437,English,Y/N
9.207421535493136e-16,8.747587654377057e-16,8.576724347039562e-16,1.8250899881272093e-15,438,English,WH
2.5696596008465035e-16,2.3301206160244366e-16,1.1205965281886012e-16,3.9358179386197216e-17,439,English,WH
1.3114418948122489e-16,8.651001605075407e-17,6.795560942693307e-17,2.5502327914478063e-17,440,English,WH
7.502532754415872e-16,4.545842105993076e-16,7.103638170283825e-16,7.879624187952378e-16,441,English,WH
2.0653065344016918e-18,4.969504591903654e-18,3.713189617349029e-18,4.1628538817173744e-18,442,English,WH
2.5029517337588935e-17,1.4201170178862942e-17,1.600339983599648e-17,1.2586047316585662e-18,443,English,WH
1.2989012558009025e-16,1.7392942657742836e-16,3.05261447057477e-16,2.589334244500829e-16,444,English,WH
1.8141603838295305e-16,1.5764156041467065e-16,7.4913809469529e-17,1.991290852700854e-17,445,English,WH
7.040244058718196e-17,8.538133693665155e-17,4.325903307293632e-17,6.264132765700866e-17,446,English,Y/N
1.2452455653591062e-16,2.233997618800383e-16,1.0253564289249728e-16,5.718661116945043e-17,447,English,Y/N
1.9141874861870985e-17,2.3842292807589066e-17,1.568594092412964e-17,4.1263168202386775e-18,448,English,WH
1.2569989253009178e-18,2.4071865675732437e-18,1.5142929137665367e-18,2.022739315682779e-19,449,English,Y/N
6.851193832435868e-18,2.4525927328443828e-17,6.46878610794727e-18,3.719808255493593e-18,450,English,WH
5.46401529630331e-16,7.790897670146611e-16,7.486410744437491e-16,1.4181284257303092e-15,451,English,Y/N
1.174891269632094e-16,1.1479499737197554e-16,8.185108558511596e-17,8.101576110500715e-17,452,English,WH
4.9837316393863506e-17,8.285445105497079e-17,7.054015533652038e-17,5.606225137282561e-17,453,English,WH
7.530501508048322e-16,1.3794830009333172e-15,5.199841875450208e-16,1.1788916036904136e-15,454,English,WH
2.0882023335167469e-16,3.9972811653470984e-16,1.8727237494996573e-16,5.268445076177214e-16,455,English,WH
4.455434835156178e-16,6.889928871999989e-16,5.551143641354014e-16,9.696632013612206e-16,456,English,Y/N
1.5254654712078403e-16,2.10132894884873e-16,8.553395682459084e-17,1.186316832339215e-16,457,English,Y/N
6.502375934381842e-16,1.0021297808434568e-15,3.9124744117221734e-16,9.749709457049517e-16,458,English,Y/N
1.5488662424506527e-16,2.2384255245183604e-16,2.1353670596504677e-16,2.772597498755769e-16,459,English,WH
8.042509798492925e-16,9.972658592975691e-16,4.08750606493563e-16,4.740180265720271e-16,460,English,WH
1.7764654305065032e-16,1.2178929417838365e-16,4.36971200323283e-17,2.287637964254388e-17,461,English,Y/N
8.128238079282349e-16,1.3874636128123982e-15,6.929438122200646e-16,1.9134604213653215e-15,462,English,Y/N
3.4085275452336255e-16,3.520534470514011e-16,1.743647051901916e-16,1.2666550022387763e-16,463,English,Y/N
1.6738365504751729e-16,3.0777197356106067e-16,2.478804391283457e-16,2.618631099866262e-16,464,Mandarin,WH
1.2315872329292144e-17,1.0673689958946069e-17,9.849913541960854e-18,1.249675906420098e-18,465,Mandarin,WH
5.232066202453673e-17,1.6356140826688675e-16,7.721528365349304e-17,1.741484898739288e-16,466,Mandarin,WH
1.790421535479268e-17,2.3779850059351698e-17,4.8788815776228744e-17,2.366852054557882e-17,467,Mandarin,WH
2.607287217366883e-19,1.238617789476081e-19,1.2596889321242112e-19,6.064891765750177e-21,468,Mandarin,WH
2.028167366683205e-16,1.5593638099552541e-16,9.768657625346128e-17,8.098417761655156e-17,469,Mandarin,WH
4.913831186412392e-16,7.298920904715482e-16,5.871841924271777e-16,1.1724561572734496e-15,470,Mandarin,WH
2.0721602326309835e-16,1.3601974717517758e-16,1.6075652390924174e-16,6.683705199228231e-17,471,Mandarin,WH
1.215831259807573e-16,1.8309785285047786e-16,2.3558246193577313e-16,1.160935525498729e-16,472,Mandarin,WH
3.6168510695706855e-17,4.601477453789248e-17,5.306683700837841e-17,7.508243399791303e-17,473,Mandarin,Y/N
5.005471255243868e-16,1.061575208424295e-15,4.2089446116417007e-16,1.3130926696171992e-15,474,Mandarin,WH
1.0343520592624829e-15,7.711244192280298e-16,8.807062809616539e-16,7.176971637094969e-16,475,Mandarin,WH
9.839728607330121e-17,1.3054753292889347e-16,2.6684072698535013e-16,1.9060724911279403e-16,476,Mandarin,WH
2.727856041786349e-17,1.5206421432376644e-17,7.796738857995822e-18,1.8183785480712684e-18,477,Mandarin,Y/N
1.5236896655966971e-19,9.144919211878096e-19,6.416212804196179e-19,1.6219835186281735e-20,478,Mandarin,WH
4.337040891838405e-17,3.7881018453796135e-17,3.220510797035658e-17,4.039834208399245e-17,479,Mandarin,Y/N
1.3260227177323376e-18,3.1134389547044498e-18,4.91384767031125e-18,1.4650837140148907e-19,480,Mandarin,WH
2.1086398212118282e-16,1.8455285551661356e-16,3.300344747463122e-16,5.103394424059615e-16,481,Mandarin,WH
9.13455190391815e-16,7.910000874714969e-16,9.670192932506937e-16,1.4591932302967761e-15,482,Mandarin,WH
4.42215201269582e-17,3.884096578127188e-17,3.205190438797369e-17,9.102913895446357e-18,483,Mandarin,WH
8.202186570574711e-17,6.990603156688022e-17,1.1807689087161454e-16,1.619967361065578e-16,484,Mandarin,WH
4.875983937475009e-18,1.2365499567253568e-17,6.218081216555301e-18,7.804734225469933e-18,485,Mandarin,WH
1.4302992498095906e-15,1.6447500566637522e-15,1.8164376028821195e-15,2.5801354117254283e-15,486,Mandarin,Y/N
4.5512679096535376e-17,4.493948153403293e-17,8.112522309927206e-17,6.084167557184725e-17,487,Mandarin,Y/N
1.2394264371206442e-18,2.1456729798656086e-18,4.035410271256369e-18,1.4167289540345888e-19,488,Mandarin,WH
2.653284065395482e-16,4.495495624255556e-16,4.532652779174426e-16,5.315691311677991e-16,489,Mandarin,Y/N
6.776352928322858e-16,8.824237059526028e-16,4.990497953996081e-16,4.259845774274744e-16,490,Mandarin,WH
2.238126325594417e-16,3.85352454171341e-16,1.816220469559519e-16,2.0876578982709846e-16,491,Mandarin,Y/N
4.259064646424482e-17,1.0768537826321702e-16,6.259069341408346e-17,7.536420033224738e-17,492,Mandarin,Y/N
2.0476025380492587e-18,4.651260931757381e-18,3.4296712087958487e-18,4.392841845176715e-19,493,Mandarin,WH
3.4660613026498316e-17,2.7750144580586658e-17,1.4773666878878767e-17,7.048776550011656e-18,494,Mandarin,WH
3.4488940136040053e-19,1.243151091649287e-19,6.168328520222301e-19,1.24619849137209e-19,495,Mandarin,WH
3.8592275316461474e-16,4.974924819007982e-16,7.477283872243282e-16,7.864631615755851e-16,496,Mandarin,Y/N
2.1445640268183303e-17,2.812838598175298e-18,1.5568846822046726e-17,5.228954401935304e-18,497,Mandarin,WH
4.590991237252475e-18,1.2863133464113944e-17,9.486351910996284e-18,8.899020703574553e-18,498,Mandarin,Y/N
6.293117250988772e-17,1.4719410775390825e-17,1.0391108673159758e-16,2.809282051136633e-17,499,Mandarin,WH
1.4101995718040886e-16,1.730853173296061e-16,7.109960220192842e-17,5.593753301244778e-17,500,Mandarin,Y/N
3.350935660522084e-18,2.5657498171647874e-18,9.055187222224913e-18,4.652954243751081e-19,501,Mandarin,WH
5.700972505330521e-18,7.649986370814879e-18,5.155274359718855e-18,2.2582587288579837e-18,502,Mandarin,WH
2.148851436709205e-15,1.6892790747871952e-15,1.7608317021075908e-15,2.0129405605571115e-15,503,Mandarin,WH
2.1368358199835033e-16,1.9202483389095826e-16,2.51377601230691e-16,4.3796781676814065e-16,504,Mandarin,WH
8.947593954574155e-17,1.0836621230988726e-16,1.1235012612779656e-16,1.675570933356901e-17,505,Mandarin,WH
1.4897887237253168e-17,1.3653427138241047e-17,1.6156824959663907e-17,9.433712183766805e-19,506,Mandarin,WH
